transactionAmount,No_Transactions,No_Orders,No_Payments,paymentMethodProvider_Diners Club / Carte Blanche,paymentMethodProvider_Discover,paymentMethodProvider_JCB 15 digit,paymentMethodProvider_JCB 16 digit,paymentMethodProvider_Maestro,paymentMethodProvider_Mastercard,paymentMethodProvider_VISA 13 digit,paymentMethodProvider_VISA 16 digit,paymentMethodProvider_Voyager,orderState_fulfilled,orderState_pending,Fraud
-0.8736332295529349,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
-0.4660538419118904,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.5019472037355902,-0.7512108897513194,-0.4332362388726104,2.6169024506756187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
-0.6188961122772821,-0.7512108897513194,-0.4332362388726104,2.6169024506756187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
0.400052356825329,-0.7512108897513194,-0.4332362388726104,2.6169024506756187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
-0.10942187772597653,-0.06684857750846007,-0.4332362388726104,-0.07291068574924538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
-0.5679486888221515,-0.06684857750846007,-0.4332362388726104,-0.07291068574924538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
-0.5679486888221515,-0.06684857750846007,-0.4332362388726104,-0.07291068574924538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
-0.517001265367021,-0.06684857750846007,-0.4332362388726104,-0.07291068574924538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
-0.517001265367021,-0.06684857750846007,-0.4332362388726104,-0.07291068574924538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
-0.05847445427084597,-0.7512108897513194,-0.4332362388726104,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
-0.4660538419118904,-0.7512108897513194,-0.4332362388726104,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
-0.517001265367021,-0.7512108897513194,-0.4332362388726104,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
1.8265802135689846,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
1.5718430962933319,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
1.7246853666587236,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5528946271907207,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.673737943203593,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
1.215211132107418,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
-0.1603693011811071,0.6175137347343993,1.7106941516812748,2.0789398233906455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
-0.517001265367021,-1.4355732019941787,-1.505201434149553,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
0.24721008645993736,-1.093392045872749,-1.505201434149553,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
0.24721008645993736,-1.093392045872749,-1.505201434149553,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,True
1.5208956728382013,0.2753325786129696,0.6387289564043322,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,-1.7777543581156083,-2.0411840317880245,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,-0.7512108897513194,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,0.6175137347343993,0.6387289564043322,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,-1.7777543581156083,-2.0411840317880245,-1.1488359403191908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,0.2753325786129696,0.6387289564043322,0.4650519415357274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,-0.40902973362988976,0.10274635876586091,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.5208956728382013,0.2753325786129696,0.6387289564043322,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,-1.7777543581156083,-2.0411840317880245,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,-0.7512108897513194,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,0.6175137347343993,0.6387289564043322,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,-1.7777543581156083,-2.0411840317880245,-1.1488359403191908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,0.2753325786129696,0.6387289564043322,0.4650519415357274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.5208956728382013,-0.40902973362988976,0.10274635876586091,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
0.04342039263941514,0.2753325786129696,0.6387289564043322,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,-1.7777543581156083,-2.0411840317880245,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,-0.7512108897513194,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,0.6175137347343993,0.6387289564043322,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,-1.7777543581156083,-2.0411840317880245,-1.1488359403191908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,0.2753325786129696,0.6387289564043322,0.4650519415357274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.04342039263941514,-0.40902973362988976,0.10274635876586091,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
1.673737943203593,0.2753325786129696,0.6387289564043322,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,-1.7777543581156083,-2.0411840317880245,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,-0.7512108897513194,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,0.6175137347343993,0.6387289564043322,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,-1.7777543581156083,-2.0411840317880245,-1.1488359403191908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,0.2753325786129696,0.6387289564043322,0.4650519415357274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.673737943203593,-0.40902973362988976,0.10274635876586091,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True
1.9794224839343764,0.2753325786129696,0.6387289564043322,-0.07291068574924538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.9794224839343764,-1.7777543581156083,-2.0411840317880245,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.9794224839343764,-0.7512108897513194,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.9794224839343764,0.6175137347343993,0.6387289564043322,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.9794224839343764,-1.093392045872749,-0.9692188365110818,-0.6108733130342181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
1.9794224839343764,-1.7777543581156083,-2.0411840317880245,-1.1488359403191908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
